"Category","Tag","Rank","Page","Wall_ID","Fans","PTA"
"brands","travel","436","Turismo da Madeira / Madeira…","169752853064691","36033","4884"
"brands","travel","437","Foz do Iguaçu Destino do Mundo","470896192935848","35880","1913"
"brands","travel","438","travelplanet24.com","11581417045","35502","2116"
"brands","travel","439","Steiermark - Das Grüne Herz…","184086616318","35329","448"
"brands","travel","440","Casa Andina Hotels","33534493463","35160","2588"
"brands","travel","441","Hunter Mountain","19076590902","34882","1989"
"brands","travel","442","Island Shangri-La, Hong Kong","104411586270415","34853","4670"
"brands","travel","443","Trip Trupe","209482902440957","34714","1357"
"brands","travel","444","Hotel Villa Rossa","227670283955717","34703","1637"
"brands","travel","445","NH Hoteles","103699769692585","34628","313"
"brands","travel","446","EUROPE (visiteurope.com)","53907000939","34306","156"
"brands","travel","447","Costa do Sauípe","113788488689074","34177","3422"
"brands","travel","448","Bongo Belgium","112058442217145","34047","282"
"brands","travel","449","Meliá Hotels International","45087855863","33997","8808"
"brands","travel","450","N'PY Nouvelles Pyrénées","224098387621397","33879","1388"
"brands","travel","451","Les Arcs","32244856758","33808","968"
"brands","travel","452","Ελληνική βάση συνοδήγησης |…","173324857665","33702","1512"
"brands","travel","453","Air Europa","148508575203335","33596","1290"
"brands","travel","454","eZadar hr","342958854222","33548","13723"
"brands","travel","455","Around the world 漫遊看世界","255317437838327","33486","1392"
"brands","travel","456","Neckermann Reisen","244898850255","33332","1926"
"brands","travel","457","DFDS Seaways NO","130972848843","33218","253"
"brands","travel","458","Terme Olimia","83161758423","32917","1663"
"brands","travel","459","StayPoland.com","373684756241","32587","939"
"brands","travel","460","Feel Slovenia","144098725952","32492","2731"
"brands","travel","461","Hotel Grande Centre Point…","263266290372921","32371","64"
"brands","travel","462","Grand Millennium Kuala Lumpur …","121817831229483","32237","166"
"brands","travel","463","Eckerö Linjen","386477747811","32042","792"
"brands","travel","464","Hemsedal Skisenter","253702590194","31986","1938"
"brands","travel","465","eSKY Romania","159250521291","31882","3765"
"brands","travel","466","Steamboat Resort","92646793962","31851","5707"
"brands","travel","467","Bourgogne Tourisme (officiel)","139659842729717","31807","1772"
"brands","travel","468","Costamar.com","302745906442474","31779","1896"
"brands","travel","469","Côte d'Azur Montagne","160553863963213","31753","669"
"brands","travel","470","Rica Hotels","393180600968","31497","139"
"brands","travel","471","Travel Bangladesh","340323949345537","31396","3095"
"brands","travel","472","Flight Connection - Travel &amp; Tours…","246770562089038","31354","254"
"brands","travel","473","Expedia.de","121795211255317","31350","3181"
"brands","travel","474","Stena Line UKIE","148421815187759","31297","796"
"brands","travel","475","Long Beach Lodge Resort in Tofino,…","30599803369","31132","229"
"brands","travel","476","Solresor","95085712511","30969","467"
"brands","travel","477","Thomas Cook Egypt","163958496964633","30892","157"
"brands","travel","478","The Oberoi New Delhi","128289233953759","30879","1013"
"brands","travel","479","Zermatt Matterhorn","344825275604","30835","4663"
"brands","travel","480","Celebrity Cruises México","183346778351564","30708","482"
"brands","travel","481","PODELI TROŠKOVE","145915502932","30703","163"
"brands","travel","482","Durango","93297325795","30690","1393"
"brands","travel","483","Thomas Cook Canada","153768744690768","30464","236"
"brands","travel","484","Teleborgs Slott - Växjö","103528186376052","30443","106"
"brands","travel","485","Maldives Traveller","323029314743","30436","1542"
"brands","travel","486","Holiday Inn Santa Fe","142283212844","30374","828"
"brands","travel","487","MalaPronta.com","200122150683","30340","1848"
"brands","travel","488","Entdecke Kanada","286462109213","30275","1873"
"brands","travel","489","Flight Centre New Zealand","139862409413052","30251","2649"
"brands","travel","490","Gezinomi","190948557595000","29834","141"
"brands","travel","491","Παξοί (Paxos island)","48798490697","29816","1651"
"brands","travel","492","Sawadee","174236671134","29770","4952"
"brands","travel","493","Holidays in Dubai! Your 5* stars…","152128924293","29702","393"
"brands","travel","494","Homelidays France","19821913386","29619","13336"
"brands","travel","495","O Turista Esperto","340321282730384","29608","1048"
"brands","travel","496","Mount Lavinia Hotel","75406274664","29521","569"
"brands","travel","497","SKIKOT","20445676700","29498","305"
"brands","travel","498","Razan Travel","120948587918187","29449","504"
"brands","travel","499","Thomas Cook Deutschland","108402355873031","29447","2185"
"brands","travel","500","Wyndham Hotels and Resorts","243627535725776","29425","534"
"brands","travel","501","Norfolk Southern Corp","81452692547","29328","4116"
"brands","travel","502","Grand Hyatt Seoul","149929691742050","29089","989"
"brands","travel","503","Club Santa Mónica","342812254164","28978","8"
"brands","travel","504","Centara Hotels &amp; Resorts","118343918215689","28818","1089"
"brands","travel","505","clubrural.com","67635288689","28782","2921"
"brands","travel","506","Radisson Blu Iveria Hotel","362534992892","28721","725"
"brands","travel","507","Incroyable Franche-Comté","225757223760","28616","334"
"brands","travel","508","Loews Hotels &amp; Resorts","61985745764","28534","448"
"brands","travel","509","Sofitel Buenos Aires Arroyo","163591743668125","28438","2590"
"brands","travel","510","TopTravel","77116317849","28412","4341"
"brands","travel","511","KILROY Netherlands","161663233882","28364","2899"
"brands","travel","512","Quiero Cancún!","163153768604","28109","1004"
"brands","travel","513","Neredekal.com","150659874958432","28083","949"
"brands","travel","514","Australie à la carte","167817540001808","28065","1077"
"brands","travel","515","Scandic Sverige","138958592782290","27933","1419"
"brands","travel","516","Colmar","70872344808","27758","4951"
"brands","travel","517","LAAX","177192921096","27479","597"
"brands","travel","518","Travelgood.it","196928100337427","27036","1645"
"brands","travel","519","Kaltour","123856971003276","26858","1226"
"brands","travel","520","Carpooling.es","164558236894013","26778","2009"
"brands","travel","521","Ritual Tours","190666577671303","26738","1258"
"brands","travel","522","Kolmården","289503251371","26720","2202"
"brands","travel","523","Bravoavia","164913973566720","26697","2308"
"brands","travel","524","Poduszka.pl - Noclegi","196685430358483","26565","473"
"brands","travel","525","Panke Sprachreisen GmbH","110373445688529","26445","210"
"brands","travel","526","Atrápalo Italia","20779979918","26332","73"
"brands","travel","527","Rixos Hotels","6014197833","26324","630"
"brands","travel","528","Viajobien.com","53542142028","26271","1335"
"brands","travel","529","La Clusaz Site Officiel","299511173457521","26223","1430"
"brands","travel","530","Netflights","149019057458","26126","1566"
"brands","travel","531","Topkinisis Travel","112632049860","26033","240"
"brands","travel","532","AC Hotels","193454544378","25985","353"
"brands","travel","533","Winterfest","151458101547732","25937","332"
"brands","travel","534","Expedia.co.uk","238168146220578","25749","322"
"brands","travel","535","Hotel Ramada","152929998100659","25620","1484"
"brands","travel","536","Eckerö Line","171677074103","25447","53"
"brands","travel","537","Escape Holidays","388455090060","25398","21"
"brands","travel","538","Airtours Sverige","150300615016165","25374","73"
"brands","travel","539","Canadian National Railway Company","151227571641524","25358","1382"
"brands","travel","540","Seaside Rentals","164824660241058","25287","35827"
"brands","travel","541","KRAS.nl","148929211835211","25248","1009"
"brands","travel","542","Davos Klosters","130769801339","25219","4600"
"brands","travel","543","Visit Norway – La Norvège","196650189872","25129","1880"
"brands","travel","544","Iceland Express","12311504650","24895","12"
"brands","travel","545","Exim Tours","75658679652","24700","1516"
"brands","travel","546","ScotRail","291549024202481","24639","549"
"brands","travel","547","SNCB Europe","151745428203419","24607","372"
"brands","travel","548","TRYP HOTELS","20157163377","24475","281"
"brands","travel","549","Clarion Hotel Post","127610310590871","24467","718"
"brands","travel","550","Turismo de Francia en España","107582942644814","24419","975"
"brands","travel","551","333TRAVEL","131280223554121","24276","2149"
"brands","travel","552","Stena Line Sverige","160485605549","24263","984"
"brands","travel","553","Hapimag AG","321533876022","24169","471"
"brands","travel","554","Hellenic Seaways Official Fan Page","130274897004963","24119","531"
"brands","travel","555","STA Travel Germany","141793876938","24062","269"
"brands","travel","556","Primo Tours","148958205152667","24053","400"
"brands","travel","557","VVS","134389623262030","23895","484"
"brands","travel","558","Rhône-Alpes Tourisme","135754865824","23786","698"
"brands","travel","559","Outeiro das Brisas Bahia","336320686394615","23495","641"
"brands","travel","560","Che Lagarto Hostels","268866100383","23351","1074"
"brands","travel","561","Destinology - Luxury Holidays","164662060221476","23335","530"
"brands","travel","562","minube","23082963225","23276","659"
"brands","travel","563","Lotnisko Chopina","112367258803200","23221","1532"
"brands","travel","564","Vacation Rental Pros","133568721858","23145","26"
"brands","travel","565","One Cent Flights","434721783216465","22975","684"
"brands","travel","566","Kilroy Iceland","101267349929708","22965","735"
"brands","travel","567","Namibia: Endless Horizons","185282351532349","22875","1418"
"brands","travel","568","South African Tourism AU","120644094631897","22863","257"
"brands","travel","569","HRS Россия","138716556183296","22801","2753"
"brands","travel","570","Мандруй Дешевше - Организация…","153640688012034","22763","2521"
"brands","travel","571","Les Menuires / Saint Martin de…","97885525413","22762","2319"
"brands","travel","572","Russian Tour","75258759941","22723","1736"
"brands","travel","573","Ultramarina","151141958339426","22691","820"
"brands","travel","574","Cruceros Princess","279807460407","22507","208"
"brands","travel","575","Oberoi Hotels &amp; Resorts","337802730257","22487","1089"
"brands","travel","576","Tour America","84175787732","22387","893"
"brands","travel","577","Scandic Suomi","146650102028387","22262","204"
"brands","travel","578","Agriturismo.st","101786464106","22162","215"
"brands","travel","579","Skyscanner.ru","167104266642523","22143","1950"
"brands","travel","580","Anantara Hotels Resorts &amp; Spas","106437296045741","22039","2009"
"brands","travel","581","carpooling.fr | Covoiturage Europe","122150927795213","21933","970"
"brands","travel","582","Salvadorean Tours","110794372340510","21887","1277"
"brands","travel","583","DFDS Seaways Danmark","116806135027915","21866","503"
